Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread
Lumen Technologies Inc.,IDAHO,1004.40336538462,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2176.20729166667,DSL,15,0.75,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,26114.4875,Fiber,940,940.0,inf,70.0,0.0,0.0,70.0,0.0
Lumen Technologies Inc.,IDAHO,2176.20729166667,DSL,10,0.75,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
"TDS METROCOM, LLC",IDAHO,10674.1635134302,Fiber,2000,2000.0,inf,110.0,0.0,2.99,112.99,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,15,0.75,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,26114.4875,Fiber,940,940.0,inf,70.0,0.0,0.0,70.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,400,30.0,1200.0,85.0,2.75,0.0,87.75,0.0
Lumen Technologies Inc.,IDAHO,1004.40336538462,Fiber,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,Fiber,100,100.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,26114.4875,Fiber,200,200.0,inf,30.0,0.0,0.0,30.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,85.0,0.0,0.0,85.0,0.0
"T-Mobile USA, Inc.",IDAHO,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,75.0,0.0,0.0,75.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,5000.0,65.0,0.0,0.0,65.0,0.0
Lumen Technologies Inc.,IDAHO,1305.724375,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
"TDS METROCOM, LLC",IDAHO,10674.1635134302,Fiber,1000,1000.0,inf,81.0,0.0,2.99,83.99,0.0
"TDS METROCOM, LLC",IDAHO,10674.1635134302,Fiber,1000,1000.0,inf,81.0,0.0,2.99,83.99,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,5000.0,65.0,0.0,0.0,65.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,115.0,2.75,0.0,117.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,inf,70.0,2.75,0.0,72.75,0.0
"TDS METROCOM, LLC",IDAHO,10674.1635134302,Fiber,5000,5000.0,inf,225.0,0.0,2.99,227.99,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,0.0,0.0,80.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",IDAHO,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,75.0,0.0,0.0,75.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,0.0,0.0,65.0,0.0
Lumen Technologies Inc.,IDAHO,26114.4875,Fiber,200,200.0,inf,30.0,0.0,0.0,30.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,75.0,0.0,0.0,75.0,0.0
"T-Mobile USA, Inc.",IDAHO,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
Lumen Technologies Inc.,IDAHO,2176.20729166667,Fiber,500,500.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2176.20729166667,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,0.0,0.0,80.0,0.0
"T-Mobile USA, Inc.",IDAHO,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,15,0.75,inf,50.0,0.0,0.0,50.0,0.0
CTC TELECOM INC,IDAHO,10674.1635134302,Fiber,100,100.0,inf,31.95,0.0,0.0,31.95,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
CTC TELECOM INC,IDAHO,10674.1635134302,Fiber,1000,1000.0,inf,91.95,0.0,0.0,91.95,0.0
Lumen Technologies Inc.,IDAHO,2176.20729166667,DSL,10,1.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,10,1.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,75.0,0.0,0.0,75.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,10,1.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,85.0,0.0,0.0,85.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,15,0.75,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,75.0,0.0,0.0,75.0,0.0
Lumen Technologies Inc.,IDAHO,1004.40336538462,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,26114.4875,Fiber,940,940.0,inf,70.0,0.0,0.0,70.0,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,Fiber,500,500.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,10,0.75,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,3,0.51,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,6,0.51,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,85.0,0.0,0.0,85.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,5000.0,65.0,0.0,0.0,65.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
Lumen Technologies Inc.,IDAHO,1004.40336538462,Fiber,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,5000.0,65.0,0.0,0.0,65.0,0.0
Lumen Technologies Inc.,IDAHO,26114.4875,Fiber,940,940.0,inf,70.0,0.0,0.0,70.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,5000.0,65.0,0.0,0.0,65.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,0.0,0.0,80.0,0.0
Lumen Technologies Inc.,IDAHO,2176.20729166667,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,0.0,0.0,65.0,0.0
"TDS METROCOM, LLC",IDAHO,10674.1635134302,Fiber,8000,8000.0,inf,295.0,0.0,2.99,297.99,0.0
Lumen Technologies Inc.,IDAHO,26114.4875,Fiber,200,200.0,inf,30.0,0.0,0.0,30.0,0.0
Lumen Technologies Inc.,IDAHO,1004.40336538462,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,13057.24375,Fiber,80,10.0,inf,55.0,0.0,0.0,55.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,3,0.51,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,85.0,0.0,0.0,85.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,75.0,0.0,0.0,75.0,0.0
Lumen Technologies Inc.,IDAHO,1004.40336538462,Fiber,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
CTC TELECOM INC,IDAHO,10674.1635134302,Fiber,500,500.0,inf,51.95,0.0,0.0,51.95,0.0
Lumen Technologies Inc.,IDAHO,2611.44875,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
"TDS METROCOM, LLC",IDAHO,10674.1635134302,Fiber,300,300.0,inf,63.95,0.0,2.99,66.94,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,115.0,2.75,0.0,117.75,0.0
Lumen Technologies Inc.,IDAHO,2008.80673076923,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
"TDS METROCOM, LLC",IDAHO,10674.1635134302,Fiber,2000,2000.0,inf,110.0,0.0,2.99,112.99,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,75.0,0.0,0.0,75.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,80.0,2.75,0.0,82.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,600,30.0,5000.0,65.0,2.75,0.0,67.75,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,5000.0,65.0,0.0,0.0,65.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,940,50.0,5000.0,85.0,0.0,0.0,85.0,0.0
"Cable One, Inc.",IDAHO,10674.1635134302,Cable,300,20.0,5000.0,65.0,0.0,0.0,65.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,300,20.0,inf,145.99,0.0,9.77,155.76,0.0
"T-Mobile USA, Inc.",ILLINOIS,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,200,10.0,1229.0,82.0,0.0,0.0,82.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,317841.6125,Cable,2000,200.0,1229.0,130.0,0.0,0.0,130.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,940,940.0,inf,159.99,0.0,9.77,169.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,200,100.0,1229.0,82.0,0.0,0.0,82.0,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,500,500.0,inf,49.95,0.0,12.0,61.95,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,100,100.0,inf,29.95,0.0,12.0,41.95,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,317841.6125,Cable,2000,200.0,1229.0,130.0,0.0,0.0,130.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,200,10.0,1229.0,82.0,0.0,0.0,82.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,1200,35.0,1229.0,122.0,0.0,0.0,122.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,940,940.0,inf,159.99,0.0,9.77,169.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,600,20.0,inf,153.99,0.0,9.77,163.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,10841.2125,Cable,1500,20.0,inf,175.99,0.0,9.77,185.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,600,20.0,inf,153.99,0.0,9.77,163.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,800,800.0,inf,157.99,0.0,9.77,167.76,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,100,100.0,inf,29.95,0.0,12.0,41.95,0.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,10,1.0,1024.0,70.0,0.0,0.0,70.0,0.0
"T-Mobile USA, Inc.",ILLINOIS,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,400,100.0,1229.0,92.0,0.0,0.0,92.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,300,20.0,inf,145.99,0.0,9.77,155.76,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,1000,1000.0,inf,64.95,0.0,12.0,76.95,10.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,800,100.0,1229.0,102.0,0.0,0.0,102.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,10841.2125,Cable,1500,20.0,inf,175.99,0.0,9.77,185.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,800,800.0,inf,157.99,0.0,9.77,167.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,317841.6125,Cable,2000,200.0,1229.0,130.0,0.0,0.0,130.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,1000,20.0,1229.0,112.0,0.0,0.0,112.0,0.0
"T-Mobile USA, Inc.",ILLINOIS,4726.225,Fixed wireless,25,3.0,inf,52.5,0.0,1.4,53.9,5.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,800,20.0,inf,157.99,0.0,9.77,167.76,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,500,500.0,inf,49.95,0.0,12.0,61.95,0.0
Mediacom Illinois LLC,ILLINOIS,12973.5878199527,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,940,20.0,inf,159.99,0.0,9.77,169.76,0.0
"T-Mobile USA, Inc.",ILLINOIS,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,600,20.0,inf,153.99,0.0,9.77,163.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,300,300.0,inf,145.99,0.0,9.77,155.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,75,10.0,1229.0,62.0,0.0,0.0,62.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,300,300.0,inf,145.99,0.0,9.77,155.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,10841.2125,Cable,1500,20.0,inf,175.99,0.0,9.77,185.76,0.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,10,1.0,1024.0,70.0,0.0,0.0,70.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,800,20.0,inf,157.99,0.0,9.77,167.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,75,10.0,1229.0,62.0,0.0,0.0,62.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,317841.6125,Fiber,10000,10000.0,inf,299.95,0.0,0.0,299.95,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,1200,200.0,1229.0,122.0,0.0,0.0,122.0,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,100,100.0,inf,29.95,0.0,12.0,41.95,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,2000,2000.0,inf,99.95,0.0,12.0,111.95,0.0
"T-Mobile USA, Inc.",ILLINOIS,14178.675,Fixed wireless,2,0.2,30.0,12.5,0.0,1.4,13.9,5.0
Mediacom Illinois LLC,ILLINOIS,12973.5878199527,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,940,940.0,inf,159.99,0.0,9.77,169.76,0.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,25,5.0,1024.0,70.0,0.0,0.0,70.0,0.0
"T-Mobile USA, Inc.",ILLINOIS,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,940,20.0,inf,159.99,0.0,9.77,169.76,0.0
"T-Mobile USA, Inc.",ILLINOIS,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
"T-Mobile USA, Inc.",ILLINOIS,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,10841.2125,Cable,1500,20.0,inf,175.99,0.0,9.77,185.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,300,20.0,inf,145.99,0.0,9.77,155.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,75,75.0,1229.0,62.0,0.0,0.0,62.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,1200,35.0,1229.0,122.0,0.0,0.0,122.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,800,800.0,inf,157.99,0.0,9.77,167.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,300,300.0,inf,145.99,0.0,9.77,155.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,10841.2125,Cable,1500,20.0,inf,175.99,0.0,9.77,185.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,400,100.0,1229.0,92.0,0.0,0.0,92.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,10841.2125,Cable,800,20.0,inf,157.99,0.0,9.77,167.76,0.0
Illinios Bell Telephone Company,ILLINOIS,148094.242287715,Fiber,5000,5000.0,inf,255.0,0.0,0.0,255.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,800,20.0,inf,157.99,0.0,9.77,167.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,317841.6125,Fiber,10000,10000.0,1229.0,299.95,0.0,0.0,299.95,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,1000,100.0,1229.0,112.0,0.0,0.0,112.0,0.0
"T-Mobile USA, Inc.",ILLINOIS,14178.675,Fixed wireless,2,0.2,10.0,10.0,0.0,1.4,11.4,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
"T-Mobile USA, Inc.",ILLINOIS,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,300,300.0,inf,145.99,0.0,9.77,155.76,0.0
Mediacom Illinois LLC,ILLINOIS,12973.5878199527,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
Mediacom Illinois LLC,ILLINOIS,12973.5878199527,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
Mediacom Illinois LLC,ILLINOIS,12973.5878199527,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,300,20.0,inf,145.99,0.0,9.77,155.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,100,100.0,inf,29.95,0.0,12.0,41.95,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,800,20.0,inf,157.99,0.0,9.77,167.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,50,10.0,1024.0,70.0,0.0,0.0,70.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,1000,20.0,1229.0,112.0,0.0,0.0,112.0,0.0
Illinios Bell Telephone Company,ILLINOIS,148094.242287715,Fiber,5000,5000.0,inf,255.0,0.0,0.0,255.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,300,300.0,inf,145.99,0.0,9.77,155.76,0.0
"T-Mobile USA, Inc.",ILLINOIS,14178.675,Fixed wireless,2,0.2,10.0,10.0,0.0,1.4,11.4,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,1200,35.0,1229.0,122.0,0.0,0.0,122.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,300,20.0,inf,145.99,0.0,9.77,155.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,3613.7375,Cable,600,20.0,inf,153.99,0.0,9.77,163.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,200,100.0,1229.0,82.0,0.0,0.0,82.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,3613.7375,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,50,10.0,1024.0,70.0,0.0,0.0,70.0,0.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,50,10.0,1024.0,70.0,0.0,0.0,70.0,0.0
"T-Mobile USA, Inc.",ILLINOIS,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
"T-Mobile USA, Inc.",ILLINOIS,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,25,5.0,1024.0,70.0,0.0,0.0,70.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,940,940.0,inf,159.99,0.0,9.77,169.76,0.0
Illinios Bell Telephone Company,ILLINOIS,148094.242287715,Fiber,1000,1000.0,inf,85.0,0.0,0.0,85.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,300,300.0,inf,145.99,0.0,9.77,155.76,0.0
Illinios Bell Telephone Company,ILLINOIS,29618.8484575429,DSL,100,20.0,inf,70.0,0.0,0.0,70.0,0.0
Illinios Bell Telephone Company,ILLINOIS,148094.242287715,Fiber,1000,1000.0,inf,85.0,0.0,0.0,85.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,600,20.0,inf,153.99,0.0,9.77,163.76,0.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,1000,1000.0,inf,64.95,0.0,12.0,76.95,10.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,800,20.0,inf,157.99,0.0,9.77,167.76,0.0
"i3 Broadband, LLC",ILLINOIS,12973.5878199527,Fiber,500,500.0,inf,64.99,0.0,0.0,64.99,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Fiber,600,600.0,inf,153.99,0.0,9.77,163.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,158920.80625,Cable,800,20.0,1229.0,102.0,0.0,0.0,102.0,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,5420.60625,Cable,600,20.0,inf,153.99,0.0,9.77,163.76,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",ILLINOIS,317841.6125,Fiber,10000,10000.0,1229.0,299.95,0.0,0.0,299.95,0.0
"RCN Telecom Services of Illinois, LLC",ILLINOIS,10841.2125,Cable,1500,20.0,inf,175.99,0.0,9.77,185.76,0.0
"T-Mobile USA, Inc.",ILLINOIS,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
"Comcast Cable Communications, LLC",ILLINOIS,317841.6125,Cable,2000,200.0,1229.0,130.0,0.0,0.0,130.0,0.0
"T-Mobile USA, Inc.",ILLINOIS,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
"MetroNet Holdings, LLC",ILLINOIS,12973.5878199527,Fiber,2000,2000.0,inf,99.95,0.0,12.0,111.95,0.0
